pmid,title,year,journal,pubtypes,query_lanes,modules,priority,screening_decision,screening_reason,claim_extraction_candidate,pubmed_url
42161537,"Long-term effect of transcranial magnetic stimulation and transcranial electrical stimulation in primary progressive aphasia: study protocol for a randomised, double-blind clinical trial (RECONNECT-PLUS).",2026,BMJ open,Journal Article; Clinical Trial Protocol,dosing_protocol_variants; fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only,protocol_literacy; measurement_expansion,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/42161537/
42160573,Rebooting the Brain: Non Invasive Brain Stimulation and the Future of Neurorehabilitation.,2026,JPMA. The Journal of the Pakistan Medical Association,Journal Article; Review,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; patient_experience_adherence_state; safety_side_effects_sensations,mechanisms; safety_side_effects; patient_faq_adherence; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/42160573/
42160055,Intermittent Theta-Burst Stimulation for Depressive Symptoms in Parkinson Disease: A Randomized Clinical Trial.,2026,JAMA network open,Journal Article; Randomized Controlled Trial,clinical_depression_protocols; dosing_protocol_variants; fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; patient_experience_adherence_state; psychiatric_indications; technician_equipment_localization,mechanisms; patient_faq_adherence; state_factors; technician_workflow; protocol_literacy; measurement_expansion,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/42160055/
42158150,The effect of different transcranial magnetic stimulation protocols on pain scores in patients with neuropathic pain: a systematic review and meta-analysis.,2026,Frontiers in psychiatry,Journal Article; Systematic Review,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; psychiatric_indications; safety_side_effects_sensations; technician_equipment_localization,safety_side_effects; patient_faq_adherence; state_factors; technician_workflow; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/42158150/
42157607,Treating insomnia in mild cognitive impairment: a novel approach combining transcranial magnetic stimulation with cognitive behavioral therapy.,2026,"International review of psychiatry (Abingdon, England)",Journal Article,dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state,mechanisms; patient_faq_adherence; state_factors; protocol_literacy; guidelines_reviews,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/42157607/
42155865,Baseline Anhedonia Phenotypes Reveal Divergent Neurophysiological Effects of Intermittent Theta-Burst Stimulation in Major Depression Disorder.,2026,Biological psychiatry. Cognitive neuroscience and neuroimaging,Journal Article,dosing_protocol_variants; fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; mechanisms_neuroplasticity; patient_experience_adherence_state; psychiatric_indications,mechanisms; patient_faq_adherence; protocol_literacy; measurement_expansion,4,background_index,background_mechanism_protocol_or_measurement_record,False,https://pubmed.ncbi.nlm.nih.gov/42155865/
42155793,The state of motor neural networks in low back pain a systematic review and meta-analysis.,2026,The journal of pain,Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; psychiatric_indications; safety_side_effects_sensations; technician_equipment_localization,mechanisms; safety_side_effects; patient_faq_adherence; state_factors; technician_workflow; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/42155793/
42155598,Mechanisms of Transcranial Magnetic Brain Stimulation.,2026,Physiological reviews,Journal Article,master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms; guidelines_reviews,4,background_index,background_mechanism_protocol_or_measurement_record,False,https://pubmed.ncbi.nlm.nih.gov/42155598/
42155351,Theta burst stimulation for suicidal ideation in depression: A systematic review and meta-analysis of efficacy and protocol moderators.,2026,Psychiatry research,Journal Article; Review,clinical_depression_protocols; dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications; safety_side_effects_sensations,mechanisms; safety_side_effects; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/42155351/
42154469,Dual-Site aiTBS for Suicidal Ideation in Adolescents With Major Depressive Disorder: A Randomized Clinical Trial.,2026,JAMA network open,Journal Article; Randomized Controlled Trial,clinical_depression_protocols; dosing_protocol_variants; master_tms_not_animal_only; psychiatric_indications; safety_side_effects_sensations; technician_equipment_localization,mechanisms; safety_side_effects; technician_workflow; protocol_literacy,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/42154469/
42153515,Extracorporeal Radial Shock Wave Therapy Combined With Repetitive Transcranial Magnetic Stimulation for Nonspecific Low Back Pain: A Randomized Controlled Trial Protocol.,2026,Physiotherapy research international : the journal for researchers and clinicians in physical therapy,Journal Article; Clinical Trial Protocol,dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; patient_experience_adherence_state; psychiatric_indications; safety_side_effects_sensations,mechanisms; safety_side_effects; patient_faq_adherence; state_factors; protocol_literacy,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/42153515/
42153440,Transcranial magnetic stimulation in multiple sclerosis: Targeting symptoms through neuroplasticity.,2026,"Multiple sclerosis (Houndmills, Basingstoke, England)",Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,mechanisms; technician_workflow; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/42153440/
42153185,Mechanisms of taVNS-induced working memory enhancement: a multimodal fNIRS-HRV-MEP study.,2026,Cognitive neurodynamics,Journal Article,dosing_protocol_variants; fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state,mechanisms; patient_faq_adherence; state_factors; protocol_literacy; measurement_expansion,5,exclude_low_priority,non_tms_stimulation_modality_title,False,https://pubmed.ncbi.nlm.nih.gov/42153185/
42152687,Patients with different putative chronic pain mechanisms have different cortical complexity and synchrony.,2026,Pain,Journal Article,fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; safety_side_effects_sensations; technician_equipment_localization,mechanisms; safety_side_effects; patient_faq_adherence; state_factors; technician_workflow; measurement_expansion,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/42152687/
42148834,Iliotibial Band Syndrome Detected by Bloodpool SPECT/CT Using New 3D-Ring CZT System.,2026,Clinical nuclear medicine,Journal Article,dosing_protocol_variants; master_tms_not_animal_only; safety_side_effects_sensations,safety_side_effects; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/42148834/
42148604,Neuromodulation techniques targeting neurotransmitter dysfunction: Innovation in treatments for Alzheimer's disease.,2026,Neural regeneration research,Journal Article,master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,mechanisms; technician_workflow,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/42148604/
42145810,Motor imagery affects both cortical and spinal circuitry: a transcranial and trans-spinal magnetic stimulation study.,2026,Frontiers in neural circuits,Journal Article,master_tms_not_animal_only; technician_equipment_localization,technician_workflow,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/42145810/
42142853,Neuroelectrophysiological effects of Wuqinxi exercise on reactive inhibition deficits in Parkinson's disease.,2026,Psychology of sport and exercise,Journal Article,master_tms_not_animal_only; technician_equipment_localization,technician_workflow,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/42142853/
42142824,Clinical features of central sensitization moderate the effect of repetitive transcranial magnetic stimulation in chronic low back pain.,2026,The journal of pain,Journal Article,master_tms_not_animal_only; mechanisms_neuroplasticity; psychiatric_indications; safety_side_effects_sensations,mechanisms; safety_side_effects; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/42142824/
42142798,Continuous Theta-Burst Stimulation Improves Long-Term Outcomes in Alcohol Use Disorder by Modulating a Craving-Related Dynamic Network.,2026,Biological psychiatry,Journal Article,dosing_protocol_variants; fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; technician_equipment_localization,mechanisms; patient_faq_adherence; state_factors; technician_workflow; protocol_literacy; measurement_expansion,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/42142798/
42142448,"Unravelling the relation among fatigue, fatigability and attention in Parkinson's disease.",2026,Journal of the neurological sciences,Journal Article,master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; technician_equipment_localization,mechanisms; patient_faq_adherence; state_factors; technician_workflow,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/42142448/
42142281,Inhibitory Circuits of the Sensorimotor Network are Not Modulated By Cerebellar Transcranial Direct Current Stimulation in Isolated Cervical Dystonia.,2026,"Cerebellum (London, England)",Journal Article; Randomized Controlled Trial,dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state,mechanisms; patient_faq_adherence; state_factors; protocol_literacy,5,exclude_low_priority,non_tms_stimulation_modality_title,False,https://pubmed.ncbi.nlm.nih.gov/42142281/
42141937,Impact of High-Definition Cathodal tDCS Preconditioning on Enhancing the Therapeutic Efficacy of iTBS Combined With FES for Improving Walking Function in Patients With Spinal Cord Injury: A Randomized Controlled Trial.,2026,CNS neuroscience & therapeutics,Journal Article; Randomized Controlled Trial,dosing_protocol_variants; fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; technician_equipment_localization,mechanisms; patient_faq_adherence; state_factors; technician_workflow; protocol_literacy; measurement_expansion,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/42141937/
42141758,Conscious Tactile Perception Depends on Early Processing in Primary Somatosensory Cortex.,2026,The European journal of neuroscience,Journal Article,master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms,4,background_index,background_mechanism_protocol_or_measurement_record,False,https://pubmed.ncbi.nlm.nih.gov/42141758/
